     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      2048,         7,         0,   0.353,pymatching,4e405887ea3578b2eae7f24690a14f5dd9ef3411df5a426ca7be3a2cb0a94dd0,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
       512,         6,         0,   0.371,bp_osd,d8b7d14d2cfc9a6d87edd95334d53709b848a6170ecc5955fb9828e3db89a9f3,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         4,         0,         0,   0.346,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
      1024,        12,         0,   0.239,bp_osd,90398baf398ad97eea4123916adefc62b5d77cf2ad7d080c13d43cd709fc2415,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
     12288,        77,         0,   0.613,pymatching-correlated,62a0582564d898be2e5efe1d5dc3d0322fc75b0e9a5b9534566a2fbe2b93499c,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
       512,         3,         0,   0.413,belief_find,b0ba6ff4e7d908c841df926c53593f09702fba5264c2230f8355fb9e8a320248,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
       256,         4,         0,   0.322,belief_find,78819ae3963f810a3418031936d3935349ec02afd13e0b9cdb465507492c7288,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         1,         0,         0,   0.356,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
         2,         0,         0,   0.213,bp_osd,eadd520de7a8aab6cc9278546305b2159b96f6aa8193b0f38bcac88a86353a49,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
      3072,         0,         0,   0.358,pymatching-correlated,8cb7d484f825de4c869aa5721e37ea761242e75cdf343284f92f182763d73a30,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
      6144,       123,         0,   0.264,pymatching-correlated,889874f1853d82b2ceb05f873fd9c00a05d067858623e05621af0f2bda1b8a13,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
         8,         0,         0,   0.296,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         1,         0,         0,    2.43,bp_osd,2d73ea91da0935aeafe2d7ca60ec6f0e9077dde8f43e8ace1585847c2d1cd948,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
      1024,         1,         0,   0.310,pymatching-correlated,bb744af68fda44142af07cbe5a2c9da6ee75743e8c1493b26d37336f89af963d,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
         1,         0,         0,    1.33,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
     17408,        82,         0,   0.582,pymatching,609a63ff458140a138689d5fa6837d83a6ff73dc00ada72aa725c57c1a64b6f5,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      6144,         1,         0,   0.558,pymatching-correlated,8d31a5af7e47a29552746161a7872447a9c481206e8d6cc8a2df594c77d0c0d3,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
      1024,         2,         0,   0.531,bp_osd,ed968c388b1c4e1b1aa25213fc01cb94dd7f8cfb1bc5a7bbfe65dc3f985d549c,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
         4,         0,         0,   0.440,belief_find,0fb7771dbd9887db4b6fc218263bbd2e3969225adaa47ea7567eb9e8ad439bb6,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
      2048,         3,         0,   0.364,pymatching,4e405887ea3578b2eae7f24690a14f5dd9ef3411df5a426ca7be3a2cb0a94dd0,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
       512,        21,         0,   0.367,bp_osd,d8b7d14d2cfc9a6d87edd95334d53709b848a6170ecc5955fb9828e3db89a9f3,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         1,         0,         0,    2.44,belief_find,50286a7a2e3fbed7ea5bbc9c7df22764c3c206917c449a465f94fc1372fb5214,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
      1024,        16,         0,   0.352,bp_osd,90398baf398ad97eea4123916adefc62b5d77cf2ad7d080c13d43cd709fc2415,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
      4096,        10,         0,   0.463,pymatching-correlated,1539299af7a66d73d3ade7580cc0ccde40d86fd949af58973753d32dbb8103d2,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      1024,        16,         0,   0.554,belief_find,68b106f4784274ace44e0db862ccd504ac407090e64b5336e359c480e5b3a524,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
      8192,         0,         0,   0.574,pymatching,4411aa2b75799e06e98b76225c85f1c6356ae13a44e920c8fd1f1399c8b75f6e,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
       256,         8,         0,   0.309,belief_find,78819ae3963f810a3418031936d3935349ec02afd13e0b9cdb465507492c7288,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         4,         0,         0,   0.436,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
      6144,       129,         0,   0.274,pymatching-correlated,889874f1853d82b2ceb05f873fd9c00a05d067858623e05621af0f2bda1b8a13,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
     28672,        30,         0,   0.809,pymatching-correlated,9e2452d0bfb0083c31a35e02e12605ac6a3e51da246f594e1a1ea20e68852a5c,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
     69632,        82,         0,   0.752,pymatching,15fb85d7d630249586613929c4169152d0e88255df56ce92e0dfa3a5be984165,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         4,         0,         0,   0.445,bp_osd,eadd520de7a8aab6cc9278546305b2159b96f6aa8193b0f38bcac88a86353a49,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
      3072,         0,         0,   0.404,pymatching-correlated,8cb7d484f825de4c869aa5721e37ea761242e75cdf343284f92f182763d73a30,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
         1,         0,         0,   0.492,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
        16,         1,         0,   0.451,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         1,         0,         0,    1.10,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      1536,         4,         0,   0.622,belief_find,b0ba6ff4e7d908c841df926c53593f09702fba5264c2230f8355fb9e8a320248,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
     24576,         6,         0,   0.781,pymatching,211037a20246bab0b185c4313d215d4231816cf7c92981f811223783cbc23684,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
         4,         0,         0,   0.388,belief_find,0fb7771dbd9887db4b6fc218263bbd2e3969225adaa47ea7567eb9e8ad439bb6,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
       512,        10,         0,   0.377,bp_osd,d8b7d14d2cfc9a6d87edd95334d53709b848a6170ecc5955fb9828e3db89a9f3,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
       256,         7,         0,   0.307,belief_find,78819ae3963f810a3418031936d3935349ec02afd13e0b9cdb465507492c7288,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
      4096,        11,         0,   0.423,pymatching,4e405887ea3578b2eae7f24690a14f5dd9ef3411df5a426ca7be3a2cb0a94dd0,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
         4,         0,         0,   0.317,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         1,         0,         0,    1.06,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
         1,         1,         0,   0.192,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
         1,         0,         0,    1.12,bp_osd,0e39c1138d6c1114c36527bb081603ff7322700376901eea078c7a4c266aacb7,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
     19456,       104,         0,   0.791,pymatching-correlated,62a0582564d898be2e5efe1d5dc3d0322fc75b0e9a5b9534566a2fbe2b93499c,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
      2048,         1,         0,   0.682,pymatching-correlated,bb744af68fda44142af07cbe5a2c9da6ee75743e8c1493b26d37336f89af963d,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
        16,         0,         0,   0.263,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
      1024,        10,         0,   0.559,belief_find,68b106f4784274ace44e0db862ccd504ac407090e64b5336e359c480e5b3a524,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
         2,         0,         0,   0.177,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
      1024,        11,         0,   0.608,bp_osd,90398baf398ad97eea4123916adefc62b5d77cf2ad7d080c13d43cd709fc2415,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
         1,         0,         0,    3.00,belief_find,61b66453647c0a31f60a3d02c40fbc31e29d23b7241dcb9c131c924dd2125464,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
      4096,        16,         0,   0.607,pymatching-correlated,1539299af7a66d73d3ade7580cc0ccde40d86fd949af58973753d32dbb8103d2,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
       256,         6,         0,   0.312,belief_find,78819ae3963f810a3418031936d3935349ec02afd13e0b9cdb465507492c7288,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         4,         0,         0,   0.299,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         4,         0,         0,   0.485,bp_osd,eadd520de7a8aab6cc9278546305b2159b96f6aa8193b0f38bcac88a86353a49,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
     15360,         3,         0,   0.791,pymatching-correlated,8d31a5af7e47a29552746161a7872447a9c481206e8d6cc8a2df594c77d0c0d3,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
      2048,         7,         0,   0.791,bp_osd,ed968c388b1c4e1b1aa25213fc01cb94dd7f8cfb1bc5a7bbfe65dc3f985d549c,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
     17408,        76,         0,   0.810,pymatching,609a63ff458140a138689d5fa6837d83a6ff73dc00ada72aa725c57c1a64b6f5,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
       512,        14,         0,   0.410,bp_osd,d8b7d14d2cfc9a6d87edd95334d53709b848a6170ecc5955fb9828e3db89a9f3,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         1,         0,         0,    3.08,bp_osd,b6dad9c90c8f2c730e10c773f02ee37f8b522e8eacb860a5f6088f55ef19c415,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
     14336,         1,         0,   0.774,pymatching,4411aa2b75799e06e98b76225c85f1c6356ae13a44e920c8fd1f1399c8b75f6e,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
      1024,         2,         0,   0.505,belief_find,b0ba6ff4e7d908c841df926c53593f09702fba5264c2230f8355fb9e8a320248,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
         4,         0,         0,   0.543,belief_find,0fb7771dbd9887db4b6fc218263bbd2e3969225adaa47ea7567eb9e8ad439bb6,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
         1,         0,         0,   0.611,belief_find,432e4d770c6e9af5107117e1ccb8684ea1a2983791287285e3b636426f1207bb,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
        32,         0,         0,   0.387,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
      7168,        14,         0,   0.611,pymatching,4e405887ea3578b2eae7f24690a14f5dd9ef3411df5a426ca7be3a2cb0a94dd0,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
       256,         8,         0,   0.333,belief_find,78819ae3963f810a3418031936d3935349ec02afd13e0b9cdb465507492c7288,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
      3072,         0,         0,   0.778,pymatching-correlated,8cb7d484f825de4c869aa5721e37ea761242e75cdf343284f92f182763d73a30,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
      1024,        12,         0,   0.499,belief_find,68b106f4784274ace44e0db862ccd504ac407090e64b5336e359c480e5b3a524,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
         1,         0,         0,    1.20,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
         4,         0,         0,   0.534,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
         1,         0,         0,   0.837,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
         8,         0,         0,   0.486,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
      2048,         2,         0,   0.636,pymatching-correlated,bb744af68fda44142af07cbe5a2c9da6ee75743e8c1493b26d37336f89af963d,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
       512,        12,         0,   0.437,bp_osd,d8b7d14d2cfc9a6d87edd95334d53709b848a6170ecc5955fb9828e3db89a9f3,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
     53248,        43,         0,    1.08,pymatching-correlated,9e2452d0bfb0083c31a35e02e12605ac6a3e51da246f594e1a1ea20e68852a5c,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
     15360,       104,         0,   0.768,pymatching-correlated,62a0582564d898be2e5efe1d5dc3d0322fc75b0e9a5b9534566a2fbe2b93499c,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
         4,         0,         0,   0.387,belief_find,0fb7771dbd9887db4b6fc218263bbd2e3969225adaa47ea7567eb9e8ad439bb6,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
    125952,       132,         0,    1.06,pymatching,15fb85d7d630249586613929c4169152d0e88255df56ce92e0dfa3a5be984165,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         4,         0,         0,   0.608,bp_osd,eadd520de7a8aab6cc9278546305b2159b96f6aa8193b0f38bcac88a86353a49,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
         1,         0,         0,   0.936,bp_osd,0e39c1138d6c1114c36527bb081603ff7322700376901eea078c7a4c266aacb7,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
         1,         0,         0,   0.492,belief_find,432e4d770c6e9af5107117e1ccb8684ea1a2983791287285e3b636426f1207bb,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
      6144,        15,         0,   0.816,pymatching-correlated,1539299af7a66d73d3ade7580cc0ccde40d86fd949af58973753d32dbb8103d2,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      2048,        27,         0,   0.855,bp_osd,90398baf398ad97eea4123916adefc62b5d77cf2ad7d080c13d43cd709fc2415,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
      2048,         5,         0,   0.744,bp_osd,ed968c388b1c4e1b1aa25213fc01cb94dd7f8cfb1bc5a7bbfe65dc3f985d549c,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
     52224,        14,         0,    1.10,pymatching,211037a20246bab0b185c4313d215d4231816cf7c92981f811223783cbc23684,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
        32,         0,         0,   0.588,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         8,         0,         0,   0.398,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
       273,         6,         0,   0.019,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
       512,        13,         0,   0.598,belief_find,78819ae3963f810a3418031936d3935349ec02afd13e0b9cdb465507492c7288,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
       512,        16,         0,   0.422,bp_osd,d8b7d14d2cfc9a6d87edd95334d53709b848a6170ecc5955fb9828e3db89a9f3,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         4,         1,         0,   0.528,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
      1024,        26,         0,   0.074,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
      2048,         6,         0,   0.842,belief_find,b0ba6ff4e7d908c841df926c53593f09702fba5264c2230f8355fb9e8a320248,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
         4,         0,         0,   0.386,bp_osd,eadd520de7a8aab6cc9278546305b2159b96f6aa8193b0f38bcac88a86353a49,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
         1,         0,         0,    1.34,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      1024,        19,         0,   0.124,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
     35840,        48,         0,   0.465,pymatching,15fb85d7d630249586613929c4169152d0e88255df56ce92e0dfa3a5be984165,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
      7168,        16,         0,   0.845,pymatching,4e405887ea3578b2eae7f24690a14f5dd9ef3411df5a426ca7be3a2cb0a94dd0,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
     13312,         3,         0,    1.14,pymatching-correlated,8d31a5af7e47a29552746161a7872447a9c481206e8d6cc8a2df594c77d0c0d3,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
     15360,        94,         0,    1.14,pymatching,609a63ff458140a138689d5fa6837d83a6ff73dc00ada72aa725c57c1a64b6f5,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
         4,         0,         0,   0.237,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
      4096,         0,         0,   0.903,pymatching-correlated,8cb7d484f825de4c869aa5721e37ea761242e75cdf343284f92f182763d73a30,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
     17408,         0,         0,    1.09,pymatching,4411aa2b75799e06e98b76225c85f1c6356ae13a44e920c8fd1f1399c8b75f6e,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
      1024,        25,         0,   0.132,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        12,         0,         0,   0.681,belief_find,0fb7771dbd9887db4b6fc218263bbd2e3969225adaa47ea7567eb9e8ad439bb6,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
         1,         0,         0,   0.575,belief_find,432e4d770c6e9af5107117e1ccb8684ea1a2983791287285e3b636426f1207bb,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
      2048,         1,         0,   0.811,pymatching-correlated,bb744af68fda44142af07cbe5a2c9da6ee75743e8c1493b26d37336f89af963d,"{""basis"":""x"",""d"":9,""p"":0.004,""rounds"":9}",
      2048,        30,         0,   0.939,belief_find,68b106f4784274ace44e0db862ccd504ac407090e64b5336e359c480e5b3a524,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
         1,         0,         0,   0.010,pymatching-correlated,db00916d803f8f9f723e8553f13c92a1343ab109599a512bba7b47f8e115763e,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
      1024,        34,         0,   0.128,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
       272,         2,         0,   0.083,pymatching-correlated,db00916d803f8f9f723e8553f13c92a1343ab109599a512bba7b47f8e115763e,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
      1024,        30,         0,   0.573,belief_find,78819ae3963f810a3418031936d3935349ec02afd13e0b9cdb465507492c7288,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
        32,         0,         0,   0.642,bp_osd,1da0e12676298acb068722f0806e2392354cf9f83bb925f4e526b6dbabd44b9f,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         1,         0,         0,    1.05,belief_find,08c351f14149e77f75508015fc09a988b4c3c6d7829ffc9c3b4f3f80f7e42ed9,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      1024,        26,         0,   0.131,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
         8,         0,         0,   0.354,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
         4,         0,         0,   0.588,bp_osd,eadd520de7a8aab6cc9278546305b2159b96f6aa8193b0f38bcac88a86353a49,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
      2048,        46,         0,   0.083,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
         1,         0,         0,    2.29,belief_find,50286a7a2e3fbed7ea5bbc9c7df22764c3c206917c449a465f94fc1372fb5214,"{""basis"":""x"",""d"":9,""p"":0.002,""rounds"":9}",
      1024,        35,         0,   0.665,bp_osd,d8b7d14d2cfc9a6d87edd95334d53709b848a6170ecc5955fb9828e3db89a9f3,"{""basis"":""x"",""d"":3,""p"":0.006,""rounds"":3}",
         1,         0,         0,    1.02,bp_osd,0e39c1138d6c1114c36527bb081603ff7322700376901eea078c7a4c266aacb7,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
      3072,        79,         0,   0.107,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
        16,         0,         0,   0.877,belief_find,fb346a467f737aabcb9aba63dd7faf2005530c4b22c77f1d00dacd3a7873437a,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
         1,         0,         0,    1.36,belief_find,d51b11287f46a3bcc136577b149fb14f59784df0ca4f66e423e8124e96cab3be,"{""basis"":""x"",""d"":7,""p"":0.002,""rounds"":7}",
         1,         0,         0,   0.487,belief_find,432e4d770c6e9af5107117e1ccb8684ea1a2983791287285e3b636426f1207bb,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
         8,         0,         0,   0.511,belief_find,0fb7771dbd9887db4b6fc218263bbd2e3969225adaa47ea7567eb9e8ad439bb6,"{""basis"":""x"",""d"":5,""p"":0.004,""rounds"":5}",
      1024,        17,         0,   0.316,pymatching-correlated,db00916d803f8f9f723e8553f13c92a1343ab109599a512bba7b47f8e115763e,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
         1,         0,         0,   0.793,bp_osd,bea659dce592d9e7dac18f52c515962b5cbd335311a89f928680c06a69db9fa0,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      4096,       103,         0,   0.178,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
      6144,        13,         0,    1.19,pymatching-correlated,1539299af7a66d73d3ade7580cc0ccde40d86fd949af58973753d32dbb8103d2,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
      3072,        12,         0,    1.19,bp_osd,ed968c388b1c4e1b1aa25213fc01cb94dd7f8cfb1bc5a7bbfe65dc3f985d549c,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
      2048,        20,         0,    1.22,bp_osd,90398baf398ad97eea4123916adefc62b5d77cf2ad7d080c13d43cd709fc2415,"{""basis"":""x"",""d"":3,""p"":0.004,""rounds"":3}",
     84992,        74,         0,    1.54,pymatching-correlated,9e2452d0bfb0083c31a35e02e12605ac6a3e51da246f594e1a1ea20e68852a5c,"{""basis"":""x"",""d"":5,""p"":0.002,""rounds"":5}",
      1024,        13,         0,   0.341,pymatching-correlated,db00916d803f8f9f723e8553f13c92a1343ab109599a512bba7b47f8e115763e,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
      3072,        66,         0,   0.236,pymatching,bc3cab582442cffaf570068465f622d1212788c5d9db1e65561475ff5d8e59ff,"{""basis"":""x"",""d"":7,""p"":0.006,""rounds"":7}",
         1,         0,         0,   0.360,belief_find,432e4d770c6e9af5107117e1ccb8684ea1a2983791287285e3b636426f1207bb,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
      2048,         9,         0,    1.14,belief_find,b0ba6ff4e7d908c841df926c53593f09702fba5264c2230f8355fb9e8a320248,"{""basis"":""x"",""d"":3,""p"":0.002,""rounds"":3}",
     22528,       106,         0,   0.923,pymatching,609a63ff458140a138689d5fa6837d83a6ff73dc00ada72aa725c57c1a64b6f5,"{""basis"":""x"",""d"":7,""p"":0.004,""rounds"":7}",
         8,         0,         0,   0.579,bp_osd,0f5fedb62b0fbb8bb5c9aa8da74b33824185b181e70d16c2f975dbf66876e279,"{""basis"":""x"",""d"":5,""p"":0.006,""rounds"":5}",
