family,split_type,split_seed,optimizer_seed,accuracy,balanced_accuracy,f1,roc_auc,cross_entropy,brier_score,ece,fixed_threshold_ba,validation_selected_threshold,validation_selected_test_ba,threshold_shift,recalibrated_ba,mean_score_class_0,mean_score_class_1,score_separation,optimizer_success,scipy_optimizer_success,optimizer_message,termination_reason,n_function_evaluations,maxiter_budget,initial_train_loss,best_train_loss,final_train_loss,validation_loss,loss_improvement,last_10_eval_improvement,evaluation_limit_reached,convergence_plateau_detected,training_time
tfim,critical_holdout,71,100,0.7777777777777778,0.7692307692307692,0.8235294117647058,1.0,0.6375813134848042,0.22231856127222277,0.24178479969751504,0.7692307692307692,0.5,0.7692307692307692,0.0,0.5,0.4935047965371614,0.5505669726743453,0.057062176137183895,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6503287992310395,0.4482334113043782,0.4482334113043782,0.4634352964205522,0.20209538792666126,0.000187047535308571,True,False,83.78745669999626
tfim,critical_holdout,71,200,0.6666666666666666,0.6538461538461539,0.7567567567567568,1.0,0.6373897931538122,0.22234338429921122,0.11850612624445972,0.6538461538461539,0.5,0.6538461538461539,0.0,0.5,0.512657188548735,0.5709298454825412,0.05827265693380623,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.8008426476250176,0.4324341451490497,0.4324341451490497,0.44970974678906106,0.36840850247596785,0.0013181859209576152,True,False,85.39387739999802
tfim,critical_holdout,71,300,0.6296296296296297,0.6153846153846154,0.7368421052631579,1.0,0.636318713874425,0.22190397648437243,0.07369529506115285,0.6153846153846154,0.5,0.6153846153846154,0.0,0.5,0.5211597484314708,0.5816370700515024,0.06047732162003161,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7124930679574782,0.42099443587557533,0.42099443587557533,0.4388811470191414,0.2914986320819029,0.0024977337321587245,True,False,86.46074690000387
tfim,critical_holdout,71,400,0.7037037037037037,0.6923076923076923,0.7777777777777778,1.0,0.6409953497805837,0.22407802552590184,0.16103825509407216,0.6923076923076923,0.5,0.6923076923076923,0.0,0.5,0.5082868559369276,0.5622122516496273,0.05392539571269972,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.745116745200038,0.4405853777394531,0.4405853777394531,0.45793086567602387,0.3045313674605849,0.0008033937702310867,True,False,43.20349359999818
tfim,critical_holdout,71,500,0.5185185185185185,0.5,0.6829268292682927,1.0,0.6510794921541768,0.23049854120141725,0.18755425147411264,0.5,0.51,0.5,0.010000000000000009,0.5,0.5945604740135326,0.6601668543781168,0.06560638036458422,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6737110657761504,0.4144269977647417,0.4144269977647417,0.4340977415210645,0.2592840680114087,0.0007949036487812644,True,False,88.77709560000221
tfim,critical_holdout,89,100,0.8148148148148148,0.8076923076923077,0.8484848484848485,1.0,0.6347568812059327,0.2208975035606729,0.2799657297474024,0.8076923076923077,0.5,0.8076923076923077,0.0,0.5,0.4860071191331887,0.5461258890645116,0.060118769931322924,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.651282278473015,0.4402343819388437,0.4402343819388437,0.43731481783320736,0.21104789653417133,0.004923471584105721,True,False,86.32441649999964
tfim,critical_holdout,89,200,0.8148148148148148,0.8076923076923077,0.8484848484848485,1.0,0.636317033356809,0.22167986861273642,0.27951951592580093,0.8076923076923077,0.5,0.8076923076923077,0.0,0.5,0.48962871118566154,0.5480515498545121,0.05842283866885056,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7996148210058976,0.4419395943840605,0.4419395943840605,0.4387576995390264,0.35767522662183715,0.0014143397506020672,True,False,85.06985180000629
tfim,critical_holdout,89,300,0.7407407407407407,0.7307692307692308,0.8,1.0,0.6399490037812664,0.22351881669845905,0.20231535291953098,0.7307692307692308,0.5,0.7307692307692308,0.0,0.5,0.5006264839485656,0.5553071383695855,0.05468065442101988,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.7122134601692293,0.44717066925726673,0.44717066925726673,0.4431732061191911,0.26504279091196253,0.0007531568538018396,True,False,43.039890000000014
tfim,critical_holdout,89,400,0.7407407407407407,0.7307692307692308,0.8,1.0,0.6309795689013796,0.21909932567532314,0.19650630313270906,0.7307692307692308,0.5,0.7307692307692308,0.0,0.5,0.49940012394370353,0.5639215035707623,0.06452137962705878,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7445346356715813,0.42006906202932254,0.42006906202932254,0.416211810405955,0.32446557364225875,0.0026095042449386097,True,False,82.7335985000027
tfim,critical_holdout,89,500,0.5925925925925926,0.5769230769230769,0.717948717948718,1.0,0.633403019062254,0.22070635051198517,0.2818786758577668,0.5769230769230769,0.5,0.5769230769230769,0.0,0.5,0.5357024454326236,0.6020876481158545,0.06638520268323089,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6739164237302658,0.4137162115280198,0.4137162115280198,0.4089845160254014,0.26020021220224604,0.0015855699969153925,True,False,82.65274679999857
tfim,critical_holdout,101,100,0.6666666666666666,0.6538461538461539,0.7567567567567568,1.0,0.6370668756000497,0.22218585121172385,0.11873831564240565,0.6538461538461539,0.5,0.6538461538461539,0.0,0.5,0.5125035900880074,0.5710936406941844,0.05859005060617706,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6499781572129505,0.43798646372330685,0.43798646372330685,0.45627552361533535,0.21199169348964364,0.001428360255430805,True,False,82.20067840000411
tfim,critical_holdout,101,200,0.6296296296296297,0.6153846153846154,0.7368421052631579,1.0,0.6431447134662117,0.22519610655796404,0.08271535647401128,0.6153846153846154,0.5,0.6153846153846154,0.0,0.5,0.5166703962889352,0.5688433433987293,0.05217294710979414,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.8008796974106939,0.4528500049139835,0.4531365744764724,0.47213896167587344,0.3477431229342215,0.0009168417335812529,True,False,42.65210710000247
tfim,critical_holdout,101,300,0.5925925925925926,0.5769230769230769,0.717948717948718,1.0,0.6333791559551551,0.2206587937124966,0.25163027010675143,0.5769230769230769,0.5,0.5769230769230769,0.0,0.5,0.5337208723457685,0.5997470876560855,0.06602621531031705,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7125534724047845,0.40411933873862543,0.40411933873862543,0.4266870893430742,0.30843413366615907,0.0011204957580611685,True,False,81.15902899999492
tfim,critical_holdout,101,400,0.6666666666666666,0.6538461538461539,0.7567567567567568,1.0,0.6405317918144543,0.22386536866912993,0.12210877724075068,0.6538461538461539,0.5,0.6538461538461539,0.0,0.5,0.5105175629687948,0.5651184754695423,0.0546009125007475,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.7452715995407942,0.437615237839126,0.4389758817596326,0.459255771441295,0.30629571778116166,0.0004374573827274908,True,False,39.597456800001964
tfim,critical_holdout,101,500,0.6666666666666666,0.6538461538461539,0.7567567567567568,1.0,0.637850455884555,0.2225910619523855,0.1174604166348576,0.6538461538461539,0.5,0.6538461538461539,0.0,0.5384615384615384,0.5149702773603543,0.572909807169805,0.05793952980945072,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.673741737988398,0.448063558346745,0.4498645969171935,0.46531415420145017,0.2238771410712045,0.0007266350256602272,True,False,39.185061099997256
tfim,critical_holdout,131,100,0.8518518518518519,0.8461538461538461,0.875,1.0,0.6396460990486412,0.2233111740050506,0.3217444350968105,0.8461538461538461,0.5,0.8461538461538461,0.0,0.5,0.48189223172311146,0.5369002412734419,0.05500800955033047,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6507068562730597,0.4556974945170433,0.45570935172168014,0.4545485267444469,0.19499750455137954,0.00023853160163028742,True,False,84.17340249999688
tfim,critical_holdout,131,200,0.8518518518518519,0.8461538461538461,0.875,1.0,0.6327120009903586,0.21987815051370718,0.3166619207022321,0.8461538461538461,0.5,0.8461538461538461,0.0,0.5,0.48274076405234617,0.5451144757100337,0.062373711657687514,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7995522294072367,0.4315436723399933,0.43159998597643306,0.4299957846165709,0.3679522434308036,0.0002438393342789058,True,False,85.04566660000273
tfim,critical_holdout,131,300,0.6296296296296297,0.6153846153846154,0.7368421052631579,1.0,0.6371161126867517,0.22229472845738377,0.07409819644099176,0.6153846153846154,0.5,0.6153846153846154,0.0,0.5,0.521396201078772,0.5809846398394691,0.05958843876069708,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7122702237582438,0.4272212545640217,0.4272212545640217,0.4265583618561938,0.28504896919422207,0.0010094584970120057,True,False,82.7270217999976
tfim,critical_holdout,131,400,0.7777777777777778,0.7692307692307692,0.8235294117647058,1.0,0.6310241831586479,0.21907553070363991,0.2378451969860501,0.7692307692307692,0.5,0.7692307692307692,0.0,0.5,0.491425173462041,0.5556235587207237,0.06419838525868266,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.744681957915156,0.42476133663026266,0.42476133663026266,0.4232014084437755,0.31992062128489335,0.0019506995229526258,True,False,82.489276100001
tfim,critical_holdout,131,500,0.5925925925925926,0.5769230769230769,0.717948717948718,1.0,0.6336075897457385,0.2206931878075547,0.1891928470937494,0.5769230769230769,0.5,0.5769230769230769,0.0,0.5,0.5285158775443093,0.5932072647498625,0.06469138720555323,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6740257835657898,0.4285348895851255,0.4285348895851255,0.426230390149461,0.24549089398066432,0.0011823613223760354,True,False,82.44616400000086
tfim,critical_holdout,151,100,0.8148148148148148,0.8076923076923077,0.8484848484848485,1.0,0.6366525404008067,0.22185018932633535,0.27935315464105415,0.8076923076923077,0.5,0.8076923076923077,0.0,0.5,0.4909975604320762,0.5490442431736996,0.05804668274162339,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6513658659444003,0.45444952691405716,0.45444952691405716,0.4332889635269304,0.1969163390303431,0.0009435523101191667,True,False,82.75108010000258
tfim,critical_holdout,151,200,0.8518518518518519,0.8461538461538461,0.875,1.0,0.6383847962562235,0.22268903955151867,0.32013754910656517,0.8461538461538461,0.5,0.8461538461538461,0.0,0.5,0.48388786262538575,0.5401800295107858,0.05629216688540006,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.797488458044674,0.4506846128934448,0.4506846128934448,0.4274469945610047,0.34680384515122925,0.0031743105430777074,True,False,82.55185840000195
tfim,critical_holdout,151,300,0.5925925925925926,0.5769230769230769,0.717948717948718,1.0,0.6370539992584623,0.2223541730811013,0.13001633443085125,0.5769230769230769,0.5,0.5769230769230769,0.0,0.5,0.5287284960258204,0.5894974981273521,0.06076900210153169,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7118484593607053,0.42731129600761814,0.42731129600761814,0.40095452679941324,0.28453716335308715,0.0020891245689763638,True,False,80.34419250000064
tfim,critical_holdout,151,400,0.7037037037037037,0.6923076923076923,0.7777777777777778,1.0,0.6322215686037868,0.21980932378889445,0.1523906923782934,0.6923076923076923,0.5,0.6923076923076923,0.0,0.5,0.5116966331282989,0.5757390833600151,0.06404245023171617,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7436943375333621,0.42111797804355544,0.42111797804355544,0.39536684708362374,0.3225763594898067,0.004053574727947928,True,False,82.07144790000166
tfim,critical_holdout,151,500,0.5925925925925926,0.5769230769230769,0.717948717948718,1.0,0.636734800728919,0.22217638526143985,0.09849524689685482,0.5769230769230769,0.5,0.5769230769230769,0.0,0.5,0.5266515456487787,0.5874020514664118,0.06075050581763308,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6745127244539916,0.4338689360915177,0.4338689360915177,0.40860818207857086,0.24064378836247385,0.0012395959787007138,True,False,83.48758059999818
tfim,critical_holdout,181,100,0.8518518518518519,0.8461538461538461,0.875,1.0,0.6410206738346068,0.22399870250911944,0.32151419295217487,0.8461538461538461,0.5,0.8461538461538461,0.0,0.5,0.4858690405230144,0.5392915457484949,0.05342250522548053,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.6506929269058896,0.4659275907030096,0.46593238439757245,0.45840078364846865,0.1847605425083172,0.000990874416255727,True,False,41.334590300000855
tfim,critical_holdout,181,200,0.7777777777777778,0.7692307692307692,0.8235294117647058,1.0,0.6468615098816051,0.22691006630176605,0.24867422379024462,0.7692307692307692,0.5,0.7692307692307692,0.0,0.5,0.49264322414228573,0.5397741637490042,0.04713093960671849,True,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.7987710171527785,0.4764723448165844,0.4795454833434237,0.46986545423652903,0.31922553380935487,-0.002579396083334462,True,True,41.23044609999488
tfim,critical_holdout,181,300,0.7037037037037037,0.6923076923076923,0.7777777777777778,1.0,0.6358802128965816,0.22158756646807462,0.15546517071756888,0.6923076923076923,0.5,0.6923076923076923,0.0,0.5,0.5108378372405297,0.570679347556084,0.05984151031555429,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7121469106585883,0.42764164691562706,0.42764164691562706,0.420527221131465,0.2845052637429612,0.0025680549506565398,True,False,84.2522381000017
tfim,critical_holdout,181,400,0.6666666666666666,0.6538461538461539,0.7567567567567568,1.0,0.6297484998573378,0.21863715736570588,0.11117190438673674,0.6538461538461539,0.5,0.6538461538461539,0.0,0.5,0.5146827892169584,0.5818924566869674,0.067209667470009,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.7443985034549837,0.4103626615832911,0.4103626615832911,0.40199785978746383,0.3340358418716926,0.0012696885209322883,True,False,83.89531610000267
tfim,critical_holdout,181,500,0.6666666666666666,0.6538461538461539,0.7567567567567568,1.0,0.6345790434288332,0.2210249819420449,0.11253484464974854,0.6538461538461539,0.5,0.6538461538461539,0.0,0.5,0.51795498988374,0.5799728642096836,0.062017874325943634,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6742408496446078,0.42795813766456764,0.42795813766456764,0.41913755037725,0.2462827119800402,0.0007516839779574402,True,False,83.77851819999341
xxz,iid,11,100,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5053108038483177,0.1583385810835005,0.3459408012064801,0.9545454545454546,0.52,0.9545454545454546,0.020000000000000018,0.8181818181818181,0.4012861868457413,0.6133660911596456,0.21207990431390428,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6954257574503071,0.5488391463031408,0.5488391463031408,0.5404906809717919,0.1465866111471663,0.000305440064559126,True,False,86.8136164000025
xxz,iid,11,200,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5018112746254443,0.15672337614357246,0.344153436386567,0.9545454545454546,0.52,0.9545454545454546,0.020000000000000018,0.8181818181818181,0.39338784762703105,0.6098044385460215,0.21641659091899046,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6894804598004645,0.5460476489463342,0.5460476489463342,0.5381139333131598,0.1434328108541303,0.0004922091986310217,True,False,86.32204600000114
xxz,iid,11,300,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.523661331618036,0.16701113063259249,0.3585764359309467,0.9545454545454546,0.51,0.9545454545454546,0.010000000000000009,0.8181818181818181,0.3933109260603993,0.5827209688560301,0.18941004279563078,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6970440055995861,0.5639216102032893,0.5641919228662069,0.5588547942396779,0.13285208273337923,0.0005079380093122587,True,False,85.47035880000476
xxz,iid,11,400,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5146256149481551,0.1627241449993323,0.35318687522766024,0.9545454545454546,0.51,0.9545454545454546,0.010000000000000009,0.8181818181818181,0.39044941559107416,0.5908173673475798,0.20036795175650568,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6981286455693578,0.5560106314603023,0.5562059210840443,0.5496179892808248,0.1419227244853135,0.0010927988100346564,True,False,85.56513840000116
xxz,iid,11,500,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5253882310648834,0.16776262685323626,0.35864210090553106,0.9545454545454546,0.52,0.9545454545454546,0.020000000000000018,0.8181818181818181,0.40476793208050044,0.5920059954981579,0.18723806341765747,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6962625445401392,0.5659065756810971,0.5659788085598705,0.5605200575936481,0.13028373598026877,0.00023332937059350467,True,False,86.7352583000029
xxz,iid,23,100,1.0,1.0,1.0,1.0,0.5265006400230248,0.16863323141649172,0.4065817098771618,1.0,0.51,1.0,0.010000000000000009,0.6818181818181819,0.41765670180110315,0.6044932820467795,0.1868365802456764,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6953827047018141,0.5470244498219954,0.5470427621196532,0.5345810921366161,0.14833994258216088,0.00018830031308236794,True,False,86.80898180000077
xxz,iid,23,200,1.0,1.0,1.0,1.0,0.5272771552653828,0.16900455944425502,0.40703967825035786,1.0,0.51,1.0,0.010000000000000009,0.6818181818181819,0.41766981949204324,0.6035904629913275,0.18592064349928422,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6889145128726581,0.5477153673684125,0.5477153673684125,0.5352202868963652,0.14119914550424562,0.00029940195094502187,True,False,85.7574392999959
xxz,iid,23,300,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5603118968096377,0.18452173195014343,0.38164404823569625,0.9545454545454546,0.51,1.0,0.010000000000000009,0.5909090909090909,0.4424883780659682,0.5880013902780789,0.14551301221211066,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6971111793708867,0.5764656365017493,0.5764884215930591,0.566672934874097,0.1206227577778276,0.00015883158964558053,True,False,86.6462035999939
xxz,iid,23,400,1.0,1.0,1.0,1.0,0.5225360290824771,0.16672803228026958,0.40428373143813545,1.0,0.51,1.0,0.010000000000000009,0.6818181818181819,0.4126660254032336,0.6040985625269625,0.19143253712372887,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6981440419261682,0.5429432846774412,0.5429432846774412,0.5312289674785549,0.15520075724872695,0.00042018561815670985,True,False,83.6673867999998
xxz,iid,23,500,1.0,1.0,1.0,1.0,0.5260212394664592,0.16836744654552233,0.40651522384065747,1.0,0.5,1.0,0.0,0.6818181818181819,0.4068553747996557,0.5938249271183408,0.18696955231868506,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6961874382497365,0.5459105643756813,0.5459105643756813,0.5350714845330868,0.1502768738740552,0.0010913500908158458,True,False,84.89149259999976
xxz,iid,37,100,0.8636363636363636,0.8636363636363636,0.88,1.0,0.5750581623050783,0.19212465848186636,0.29370905635062095,0.8636363636363636,0.5,0.8636363636363636,0.0,0.6363636363636364,0.44502870992569166,0.5762639311548127,0.131235221229121,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6954221677431263,0.531114788862379,0.5311533711889679,0.5429019249315203,0.16426879655415838,0.00038060184080968007,True,False,84.14921850000246
xxz,iid,37,200,0.8636363636363636,0.8636363636363636,0.88,1.0,0.5847147679605222,0.1966243683688707,0.2997444580414829,0.8636363636363636,0.5,0.8636363636363636,0.0,0.6363636363636364,0.452767747734884,0.5720716940946206,0.11930394635973657,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.6864567670336575,0.5432332708347666,0.5434536588797647,0.5554559784849684,0.14300310815389283,0.0005628324559798781,True,False,42.8502365999957
xxz,iid,37,300,0.9090909090909091,0.9090909090909092,0.9166666666666666,1.0,0.5874125531699906,0.19785412214253018,0.3505392346682544,0.9090909090909092,0.5,0.9090909090909092,0.0,0.5909090909090909,0.444620046535578,0.559890828635392,0.11527078209981395,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6974497723263843,0.5462420700050247,0.5464339010614179,0.5606666125791664,0.1510158712649664,0.002177430002127778,True,False,85.21618949999538
xxz,iid,37,400,0.8181818181818182,0.8181818181818181,0.8461538461538461,1.0,0.5843526139696198,0.1965151959212524,0.25113761497528997,0.8181818181818181,0.51,0.8636363636363636,0.010000000000000009,0.6363636363636364,0.4593758366230627,0.5799761448773706,0.1206003082543079,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6985375144051255,0.5435236469072021,0.5435236469072021,0.5533766772688619,0.15501386749792334,0.0018089725636154519,True,False,84.26630889999797
xxz,iid,37,500,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5872238570739992,0.19785078784073143,0.39657871845371395,0.9545454545454546,0.5,0.9545454545454546,0.0,0.5909090909090909,0.4344817380176902,0.5501668159567875,0.11568507793909732,True,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.6962832044380175,0.5469698368705427,0.5513278739600078,0.5613871827503434,0.14495533047800968,-0.002933198691484229,True,True,42.243036299994856
xxz,iid,51,100,0.8636363636363636,0.8636363636363636,0.88,1.0,0.542035409149782,0.17631046627107663,0.273406173280056,0.8636363636363636,0.53,1.0,0.030000000000000027,0.6363636363636364,0.43791408011723687,0.6085689990981128,0.17065491898087592,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6953937419851898,0.5373746909020161,0.5373746909020161,0.5254695106653519,0.1580190510831737,0.00016804236059619893,True,False,84.41914010000619
xxz,iid,51,200,1.0,1.0,1.0,1.0,0.5505268438924212,0.18018215352250835,0.4206443267350687,1.0,0.5,1.0,0.0,0.6363636363636364,0.4123269134926634,0.5710382600225259,0.15871134652986246,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,150,150,0.6882034043813665,0.5458701427258101,0.5458701427258101,0.5397876735193454,0.14233326165555638,0.0007473879694553931,True,False,42.68259399999806
xxz,iid,51,300,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5649692058246273,0.1869497059914357,0.3839334582036135,0.9545454545454546,0.5,0.9545454545454546,0.0,0.5909090909090909,0.4279828646033327,0.5690129493418704,0.14103008473853773,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6972066344891416,0.5609135415822353,0.5609135415822353,0.5548540840292021,0.13629309290690628,0.0012085808634842987,True,False,85.27929249999579
xxz,iid,51,400,0.8636363636363636,0.8636363636363636,0.88,1.0,0.5466300820434097,0.17835105628182724,0.27835634615320115,0.8636363636363636,0.53,1.0,0.030000000000000027,0.6363636363636364,0.4351336846017162,0.599356949131054,0.16422326452933778,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6982715389288848,0.5418745790446433,0.5424301708466868,0.53154173778195,0.15584136808219806,0.00033228508432792125,True,False,85.38109290000284
xxz,iid,51,500,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.528264596547822,0.16985579615877405,0.3610235631466303,0.9545454545454546,0.51,1.0,0.010000000000000009,0.7272727272727273,0.40342080693469407,0.5898801363786569,0.18645932944396282,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.696224318402122,0.5227953105721792,0.5228572738221379,0.5144182367373221,0.1733670445799841,0.0011051281507309385,True,False,85.68778030000249
xxz,iid,71,100,0.9545454545454546,0.9545454545454546,0.9565217391304348,1.0,0.5427064676965342,0.17657336170130206,0.3694107257222296,0.9545454545454546,0.51,1.0,0.010000000000000009,0.6363636363636364,0.42323971547334105,0.5919988551205636,0.16875913964722256,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6953794876779185,0.5496890546904583,0.5496890546904583,0.5350424765540941,0.1456904329874602,0.00013729520274585738,True,False,85.2332013999985
xxz,iid,71,200,0.9090909090909091,0.9090909090909092,0.9166666666666666,1.0,0.5304866672343101,0.17094502869935452,0.31445675593089134,0.9090909090909092,0.52,1.0,0.020000000000000018,0.6363636363636364,0.42429597207346953,0.6088519427519459,0.18455597067847634,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6886331396628486,0.5367063032051099,0.5368811016099321,0.5200266690422739,0.15175203805291648,0.0005424602904953169,True,False,85.60237690000213
xxz,iid,71,300,0.9090909090909091,0.9090909090909092,0.9166666666666666,1.0,0.5487601169087343,0.17943884609871302,0.3275629938457839,0.9090909090909092,0.51,1.0,0.010000000000000009,0.6363636363636364,0.4258910891783666,0.5873361865539205,0.1614450973755539,False,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,Return from COBYLA because the objective function has been evaluated MAXFUN times.,300,300,0.6971456773359748,0.5558951976732324,0.5559877510712502,0.5412999100552609,0.14115792626472456,0.00019182057148847687,True,False,86.32816470000398
