family,split_type,bin,accuracy,confidence,count
tfim,critical_holdout,5,0.7368421052631579,0.5426171726661655,19
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4880383631987175,2
tfim,critical_holdout,5,0.26666666666666666,0.5551769601546859,15
tfim,critical_holdout,6,1.0,0.614876405527373,10
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47908503078378345,6
tfim,critical_holdout,5,0.6666666666666666,0.5477004528880896,21
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4748959543802699,7
tfim,critical_holdout,5,0.7,0.5437892982930801,20
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4810102376220332,5
tfim,critical_holdout,5,0.6363636363636364,0.5589489894865097,22
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47770653208247565,5
tfim,critical_holdout,5,0.6363636363636364,0.5576246144931108,22
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4947289142083352,2
tfim,critical_holdout,5,0.3125,0.5597289862023223,16
tfim,critical_holdout,6,1.0,0.6132561908519271,9
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47133464792671287,9
tfim,critical_holdout,5,0.7777777777777778,0.5342586749599517,18
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4802136268509775,5
tfim,critical_holdout,5,0.6363636363636364,0.5478658371556856,22
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.48618766071326874,4
tfim,critical_holdout,5,0.6086956521739131,0.5598276270201655,23
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4769488402529811,6
tfim,critical_holdout,5,0.6666666666666666,0.55494267720872,21
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.48762279514211143,3
tfim,critical_holdout,5,0.5454545454545454,0.5606473374691463,22
tfim,critical_holdout,6,1.0,0.6012118834779796,2
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4739800863528198,8
tfim,critical_holdout,5,0.7368421052631579,0.5357611479286216,19
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47420490267091836,7
tfim,critical_holdout,5,0.7,0.5386294961080259,20
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47747109147200817,5
tfim,critical_holdout,5,0.6363636363636364,0.5468433344488809,22
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4759193557505161,7
tfim,critical_holdout,5,0.7,0.5420676689601144,20
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4914610026501339,1
tfim,critical_holdout,5,0.25,0.5569735427466791,16
tfim,critical_holdout,6,1.0,0.617672076876543,10
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4751206831612028,7
tfim,critical_holdout,5,0.7,0.5398827595147756,20
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.48215333706119345,4
tfim,critical_holdout,5,0.6086956521739131,0.5534325191149723,23
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4846281128302137,3
tfim,critical_holdout,5,0.5833333333333334,0.5610046404933131,24
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4826733537814789,5
tfim,critical_holdout,5,0.6363636363636364,0.5484242673348839,22
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,,0.45,0
tfim,critical_holdout,5,0.0,0.5739704938050428,7
tfim,critical_holdout,6,0.7,0.6476914333417129,20
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.470183106175905,8
tfim,critical_holdout,5,0.7368421052631579,0.5369679024330197,19
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47405761708583727,8
tfim,critical_holdout,5,0.7368421052631579,0.5392333687731616,19
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4787465631110736,6
tfim,critical_holdout,5,0.6666666666666666,0.5433316595161478,21
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4743977371534969,6
tfim,critical_holdout,5,0.6666666666666666,0.5495579161113255,21
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4927042570598751,2
tfim,critical_holdout,5,0.35294117647058826,0.5598019436519492,17
tfim,critical_holdout,6,1.0,0.6114146635053979,8
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4829740204009532,4
tfim,critical_holdout,5,0.6086956521739131,0.5533026764895157,23
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.48563943068944554,3
tfim,critical_holdout,5,0.5833333333333334,0.5509834861362514,24
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.49001047643043083,2
tfim,critical_holdout,5,0.3888888888888889,0.5602446098566876,18
tfim,critical_holdout,6,1.0,0.6100580910569927,7
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.48066549508352446,4
tfim,critical_holdout,5,0.6086956521739131,0.5489445649927752,23
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4858477694003783,4
tfim,critical_holdout,5,0.6086956521739131,0.5553026012374069,23
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47046122988013994,9
tfim,critical_holdout,5,0.7777777777777778,0.530391740072632,18
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4698391361989576,9
tfim,critical_holdout,5,0.7777777777777778,0.5377044648239084,18
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4854311459472302,3
tfim,critical_holdout,5,0.5833333333333334,0.5606517555806214,24
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47064838540857273,7
tfim,critical_holdout,5,0.7,0.5436359189618327,20
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4883260392802691,2
tfim,critical_holdout,5,0.45,0.5582627707246063,20
tfim,critical_holdout,6,1.0,0.606740124304286,5
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.475757679084828,8
tfim,critical_holdout,5,0.7368421052631579,0.5401855924931663,19
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4720431362865708,9
tfim,critical_holdout,5,0.7777777777777778,0.5335930222612154,18
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4876755544498244,2
tfim,critical_holdout,5,0.5,0.5610494144080064,22
tfim,critical_holdout,6,1.0,0.602665732080935,3
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.48269520919220216,5
tfim,critical_holdout,5,0.6363636363636364,0.5590421523521404,22
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.48755537767301316,2
tfim,critical_holdout,5,0.5217391304347826,0.5604184558584112,23
tfim,critical_holdout,6,1.0,0.6026817869372021,2
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4748479098326022,9
tfim,critical_holdout,5,0.7777777777777778,0.5329304432658165,18
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47681458919088415,7
tfim,critical_holdout,5,0.7,0.5311749040999791,20
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4827962359286423,5
tfim,critical_holdout,5,0.6363636363636364,0.5552918895576751,22
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.47987650898498724,4
tfim,critical_holdout,5,0.6086956521739131,0.5616462877173068,23
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
tfim,critical_holdout,0,,0.05,0
tfim,critical_holdout,1,,0.15000000000000002,0
tfim,critical_holdout,2,,0.25,0
tfim,critical_holdout,3,,0.35000000000000003,0
tfim,critical_holdout,4,0.0,0.4864344716209247,4
tfim,critical_holdout,5,0.6086956521739131,0.5611868296061082,23
tfim,critical_holdout,6,,0.6500000000000001,0
tfim,critical_holdout,7,,0.75,0
tfim,critical_holdout,8,,0.8500000000000001,0
tfim,critical_holdout,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.3558253332887493,7
xxz,iid,4,0.0,0.4650530030932211,3
xxz,iid,5,0.8,0.5572351823274027,5
xxz,iid,6,1.0,0.6412946863030476,7
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.3464496987467001,7
xxz,iid,4,0.0,0.4593658276590416,3
xxz,iid,5,0.8,0.5534125715541259,5
xxz,iid,6,1.0,0.6378295594184176,7
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.3487087982277365,7
xxz,iid,4,0.0,0.45718487656220663,3
xxz,iid,5,0.8888888888888888,0.5605567999074198,9
xxz,iid,6,1.0,0.6262744758777234,3
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.346184600821262,7
xxz,iid,4,0.0,0.45291024263934165,3
xxz,iid,5,0.8571428571428571,0.5544854752656078,7
xxz,iid,6,1.0,0.626102670359816,5
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.3596859863072926,7
xxz,iid,4,0.0,0.4698392691641378,3
xxz,iid,5,0.8571428571428571,0.561184933759421,7
xxz,iid,6,1.0,0.6217797910811662,5
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,0.0,0.298036030309144,1
xxz,iid,3,0.0,0.3454576544964774,3
xxz,iid,4,0.0,0.46568781800193687,7
xxz,iid,5,1.0,0.5700474002875444,5
xxz,iid,6,1.0,0.6331981835128087,6
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,0.0,0.2971223284942149,1
xxz,iid,3,0.0,0.3447070258940664,3
xxz,iid,4,0.0,0.46616065831943737,7
xxz,iid,5,1.0,0.569903215573321,5
xxz,iid,6,1.0,0.6316631691729996,6
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.3695459166291856,3
xxz,iid,4,0.0,0.4653057866567659,7
xxz,iid,5,0.875,0.5596534849798497,8
xxz,iid,6,1.0,0.623095328865201,4
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,0.0,0.29553873081849397,1
xxz,iid,3,0.0,0.3382431106226045,3
xxz,iid,4,0.0,0.46129403096418026,7
xxz,iid,5,1.0,0.5700884062821607,5
xxz,iid,6,1.0,0.6324403593976308,6
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,0.0,0.2936120538005323,2
xxz,iid,3,0.0,0.3513940792300142,2
xxz,iid,4,0.0,0.45505669381930286,7
xxz,iid,5,1.0,0.5704041919228088,7
xxz,iid,6,1.0,0.6348112137105216,4
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,0.0,0.297047028443048,1
xxz,iid,3,0.0,0.33909106566041924,2
xxz,iid,4,0.0,0.47453599720714357,5
xxz,iid,5,0.75,0.5550072613034959,12
xxz,iid,6,1.0,0.6131113852219963,2
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.3483845889071089,3
xxz,iid,4,0.0,0.4777304403594521,5
xxz,iid,5,0.7692307692307693,0.5557344883321991,13
xxz,iid,6,1.0,0.6148795432873752,1
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.3506772943338179,3
xxz,iid,4,0.0,0.47145158529827985,6
xxz,iid,5,0.8333333333333334,0.5470998655070977,12
xxz,iid,6,1.0,0.6036798460043642,1
xxz,iid,7,,0.75,0
xxz,iid,8,,0.8500000000000001,0
xxz,iid,9,,0.95,0
xxz,iid,0,,0.05,0
xxz,iid,1,,0.15000000000000002,0
xxz,iid,2,,0.25,0
xxz,iid,3,0.0,0.34934643326372666,3
xxz,iid,4,0.0,0.4827275907973481,4
