epoch,train_loss,validation_loss
0,0.6941910982131958,0.6878231763839722
1,0.6884488463401794,0.6863760352134705
2,0.6842336654663086,0.6846242547035217
3,0.6804384589195251,0.6804743409156799
4,0.6752868890762329,0.675218939781189
5,0.6692709922790527,0.6691179871559143
6,0.6624058485031128,0.6615435481071472
7,0.6540161967277527,0.6519178152084351
8,0.6435086131095886,0.6396393775939941
9,0.6301193237304688,0.6238476634025574
10,0.6136108636856079,0.6073461174964905
11,0.5967445373535156,0.5888978242874146
12,0.5778146386146545,0.5679791569709778
13,0.5560666918754578,0.5446353554725647
14,0.5318849086761475,0.5193909406661987
15,0.5057584643363953,0.4927784204483032
16,0.47813335061073303,0.464601069688797
17,0.449036180973053,0.4352986514568329
18,0.418440043926239,0.40496084094047546
19,0.38629600405693054,0.37347325682640076
20,0.35351163148880005,0.34060585498809814
21,0.32061535120010376,0.306075781583786
22,0.2873811721801758,0.2717895209789276
23,0.2547299563884735,0.2399357706308365
24,0.22304710745811462,0.209565207362175
25,0.1921476423740387,0.17985302209854126
26,0.16257905960083008,0.15118318796157837
27,0.13595156371593475,0.12606754899024963
28,0.11347395181655884,0.10425303131341934
29,0.09448312968015671,0.08612295985221863
30,0.07825557142496109,0.07141173630952835
31,0.06442515552043915,0.0589483380317688
32,0.05281252786517143,0.048065412789583206
33,0.0432320311665535,0.038605183362960815
34,0.03533628210425377,0.030872469767928123
35,0.028919607400894165,0.024871893227100372
36,0.023713167756795883,0.020270219072699547
37,0.019494209438562393,0.016632050275802612
38,0.016101598739624023,0.013616648502647877
39,0.013370441272854805,0.011068146675825119
40,0.01116169523447752,0.00897316075861454
41,0.009375715628266335,0.007321403827518225
42,0.007931087166070938,0.006053513381630182
43,0.006754036992788315,0.005083500873297453
44,0.005788275506347418,0.00432647205889225
45,0.004995233844965696,0.0037141861394047737
46,0.004343126900494099,0.0032002741936594248
47,0.003803608939051628,0.0027598224114626646
48,0.0033534173853695393,0.002381840953603387
49,0.002975540002807975,0.0020618780981749296
50,0.0026575480587780476,0.0017939660465344787
51,0.0023881238885223866,0.001574400463141501
52,0.0021589964162558317,0.001396012376062572
53,0.001963322516530752,0.0012520988238975406
54,0.0017960543045774102,0.0011348400730639696
55,0.0016513231676071882,0.0010377946309745312
56,0.0015258702915161848,0.0009553891140967607
57,0.0014166884357109666,0.0008838083012960851
58,0.0013214765349403024,0.000819893553853035
59,0.0012378132669255137,0.0007620875257998705
60,0.0011640118900686502,0.0007093028980307281
61,0.0010984265245497227,0.0006611233111470938
62,0.0010399514576420188,0.0006174235022626817
63,0.0009878255659714341,0.0005784102249890566
64,0.0009410894708707929,0.000543631671462208
65,0.0008991474169306457,0.0005131502985022962
66,0.0008614356047473848,0.0004865500086452812
67,0.0008272278937511146,0.0004633990174625069
68,0.0007960982620716095,0.0004432382993400097
69,0.0007676811655983329,0.0004256153479218483
70,0.0007416689768433571,0.00041002535726875067
71,0.0007178051164373755,0.0003958623856306076
72,0.000695898081175983,0.00038285410846583545
73,0.0006758025847375393,0.00037067526136524975
74,0.000657112686894834,0.00035918597131967545
75,0.0006397648830898106,0.00034797529224306345
76,0.000623716798145324,0.0003374439256731421
77,0.0006086308276280761,0.0003272403555456549
78,0.0005945208831690252,0.000317494326736778
79,0.0005813371972180903,0.0003083824412897229
80,0.0005689759855158627,0.00029984692810103297
81,0.0005572250811383128,0.0002918463433161378
82,0.0005460925167426467,0.00028444218332879245
83,0.0005356608889997005,0.0002775686152745038
84,0.0005257666925899684,0.0002713459252845496
85,0.0005163360619917512,0.0002656083379406482
86,0.0005073551437817514,0.00026027363492175937
87,0.0004986676503904164,0.00025526934769004583
88,0.0004904113593511283,0.00025044241920113564
89,0.0004825039650313556,0.00024584942730143666
90,0.00047493918100371957,0.00024136736465152353
91,0.00046765239676460624,0.0002369594876654446
92,0.0004606535076163709,0.00023275600688066334
93,0.0004538707435131073,0.00022848880325909704
94,0.00044732485548593104,0.00022441356850322336
95,0.0004409222456160933,0.00022021873155608773
96,0.0004347696958575398,0.00021628323884215206
97,0.00042877066880464554,0.0002122826554113999
98,0.0004229886399116367,0.00020863962708972394
99,0.0004173369670752436,0.00020499984384514391
100,0.00041188884642906487,0.0002016620710492134
101,0.00040653799078427255,0.0001984519331017509
102,0.00040134109440259635,0.00019533681916072965
103,0.00039626448415219784,0.00019240370602346957
104,0.00039126872434280813,0.00018943537725135684
105,0.0003864433092530817,0.0001866510574473068
106,0.00038169065373949707,0.00018396689847577363
107,0.00037705726572312415,0.00018121208995580673
108,0.0003724364214576781,0.00017860409570857882
109,0.0003679345827549696,0.00017597012629266828
110,0.0003635568718891591,0.00017344254592899233
111,0.00035921603557653725,0.0001707602641545236
112,0.0003549909743014723,0.00016818153380881995
113,0.0003508627414703369,0.00016579063958488405
114,0.0003468126233201474,0.00016332398809026927
115,0.00034282132401131094,0.00016100121138151735
116,0.00033893997897394,0.0001586914440849796
117,0.0003350603219587356,0.0001564750709803775
118,0.0003312879416625947,0.0001541758538223803
119,0.0003275455965194851,0.00015205313684418797
120,0.0003238808421883732,0.00014997710241004825
121,0.00032024315441958606,0.00014790672867093235
122,0.00031670837779529393,0.00014584408199880272
123,0.00031322281574830413,0.00014392052253242582
124,0.0003098143788520247,0.00014196221309248358
125,0.00030643734498880804,0.00014005460252519697
126,0.0003031147934962064,0.00013824163761455566
127,0.00029984087450429797,0.00013626155850943178
128,0.00029660743894055486,0.00013446180673781782
129,0.0002934094227384776,0.00013267040776554495
130,0.0002901884727180004,0.00013097553164698184
131,0.0002870984317269176,0.00012915879779029638
132,0.00028403641772456467,0.00012739190424326807
133,0.0002809908182825893,0.00012563048221636564
134,0.0002780335780698806,0.0001240044948644936
135,0.00027507919003255665,0.00012229621643200517
136,0.0002721897908486426,0.00012072194658685476
137,0.0002693374699447304,0.00011910788452951238
138,0.0002665466454345733,0.00011758582695620134
139,0.00026378422626294196,0.00011607219494180754
140,0.00026102724950760603,0.00011460781388450414
141,0.0002583632303867489,0.00011314858420519158
142,0.00025572077720426023,0.00011173745588166639
143,0.0002531148202251643,0.00011033171904273331
144,0.0002505243755877018,0.00010880159243242815
145,0.000247963733272627,0.00010749411740107462
146,0.0002454977366141975,0.00010614693746902049
147,0.00024301935627590865,0.0001048027042998001
148,0.00024059295537881553,0.00010346121416660026
149,0.00023815783788450062,0.00010225214646197855
150,0.00023583158326800913,0.00010096147161675617
151,0.0002334461169084534,9.967529331333935e-05
