epoch,train_loss,validation_loss
152,0.0002311668504262343,9.848109766608104e-05
153,0.0002288720424985513,9.720536763779819e-05
154,0.00022661891125608236,9.601916826795787e-05
155,0.00022440905740950257,9.487882925895974e-05
156,0.00022219117090571672,9.374352521263063e-05
157,0.0002200171584263444,9.261046216124669e-05
158,0.0002179102011723444,9.152395068667829e-05
159,0.0002157749840989709,9.039761062012985e-05
160,0.000213715378777124,8.931791671784595e-05
161,0.000211669786949642,8.824121323414147e-05
162,0.00020962872076779604,8.716832962818444e-05
163,0.000207645382033661,8.618549327366054e-05
164,0.00020566562307067215,8.511879423167557e-05
165,0.000203731469810009,8.418475772487e-05
166,0.00020181576837785542,8.31671422929503e-05
167,0.00019987703126389533,8.224073826568201e-05
168,0.0001980094239115715,8.13175574876368e-05
169,0.00019617719226516783,8.031008474063128e-05
170,0.00019436147704254836,7.939141505630687e-05
171,0.00019255316874478012,7.843245111871511e-05
172,0.00019075757882092148,7.756290870020166e-05
173,0.0001889817649498582,7.665290468139574e-05
174,0.00018724329129327089,7.578889199066907e-05
175,0.0001855406299000606,7.497147453250363e-05
176,0.00018382300913799554,7.411376282107085e-05
177,0.00018215319141745567,7.325879414565861e-05
178,0.0001805552456062287,7.245142478495836e-05
179,0.00017882694373838603,7.164719863794744e-05
180,0.00017716152069624513,7.075870234984905e-05
181,0.00017556617967784405,6.99593874742277e-05
182,0.00017393052985426039,6.90754022798501e-05
183,0.0001723876193864271,6.836665124865249e-05
184,0.00017084232240449637,6.757317896699533e-05
185,0.0001693051599431783,6.67817221255973e-05
186,0.00016781048907432705,6.599255721084774e-05
187,0.00016632549522910267,6.529236270580441e-05
188,0.0001648418401600793,6.450764340115711e-05
189,0.0001634011568967253,6.389829650288448e-05
190,0.00016195997886825353,6.311760080279782e-05
191,0.0001605356519576162,6.251216836972162e-05
192,0.0001591611944604665,6.18227495579049e-05
193,0.00015778605302330106,6.122259219409898e-05
194,0.00015638349577784538,6.045088957762346e-05
195,0.0001550648594275117,5.985470488667488e-05
196,0.0001536958443466574,5.926047742832452e-05
197,0.00015238601190503687,5.866821084055118e-05
198,0.0001510925794718787,5.799108475912362e-05
199,0.000149831801536493,5.7402507081860676e-05
200,0.00014854440814815462,5.681568291038275e-05
201,0.0001473062002332881,5.6230426707770675e-05
202,0.00014606524200644344,5.564685125136748e-05
203,0.00014484771236311644,5.506482921191491e-05
204,0.00014362740330398083,5.448460433399305e-05
205,0.00014245821512304246,5.3819840104551986e-05
206,0.0001412823039572686,5.333039734978229e-05
207,0.00014006394485477358,5.284274448058568e-05
208,0.0001389214739901945,5.226994471740909e-05
209,0.00013775120896752924,5.1698461902560666e-05
210,0.00013665386359207332,5.1215014536865056e-05
211,0.00013554423640016466,5.0646081945160404e-05
212,0.00013442175986710936,5.0165035645477474e-05
213,0.0001333375257672742,4.9686303100315854e-05
214,0.00013221603876445442,4.912318036076613e-05
215,0.00013114155444782227,4.8735368181951344e-05
216,0.0001300862495554611,4.817625813302584e-05
217,0.00012905136100016534,4.770586747326888e-05
218,0.00012802807032130659,4.7237088438123465e-05
219,0.00012701362720690668,4.676950629800558e-05
220,0.0001259879645658657,4.63031574327033e-05
221,0.00012499309377744794,4.5837517973268405e-05
222,0.0001240177807630971,4.537227505352348e-05
223,0.00012302587856538594,4.490726496442221e-05
224,0.00012205017264932394,4.4529188016895205e-05
225,0.00012109073577448726,4.406463631312363e-05
226,0.00012013866944471374,4.360063758213073e-05
227,0.00011923017154913396,4.313716999604367e-05
228,0.00011828832793980837,4.2761010263348e-05
229,0.00011738178000086918,4.238554174662568e-05
230,0.00011651082604657859,4.201083356747404e-05
231,0.00011556570825632662,4.155065107624978e-05
232,0.0001146937211160548,4.1178398532792926e-05
233,0.00011381843069102615,4.0807681216392666e-05
234,0.00011294205614831299,4.043878652737476e-05
235,0.00011211742094019428,4.007161260233261e-05
236,0.00011125001037726179,3.970608668169007e-05
237,0.00011042443657061085,3.934218329959549e-05
238,0.00010958946222672239,3.8893002056283876e-05
239,0.00010877790919039398,3.853191446978599e-05
240,0.00010792141983984038,3.8085323467385024e-05
241,0.00010714647214626893,3.7726826121797785e-05
242,0.00010632731573423371,3.74563351215329e-05
243,0.00010554015898378566,3.710040618898347e-05
244,0.00010478460171725601,3.674550316645764e-05
245,0.0001040247589116916,3.639146234490909e-05
246,0.00010323373135179281,3.612514046835713e-05
247,0.00010248028411297128,3.57728531525936e-05
248,0.00010175466013606638,3.542115882737562e-05
249,0.00010097928316099569,3.515666685416363e-05
