evaluation,train_loss
0,0.7254367963505622
1,0.7309090379775687
2,0.6762912715649283
3,0.6726618805166021
4,0.6601732892040358
5,0.6867065828074584
6,0.6583255890514716
7,0.6583255890514715
8,0.6496127764195406
9,0.6528652242020673
10,0.6541992983010837
11,0.6506645570163219
12,0.6454146375922054
13,0.6380582414169899
14,0.6183346411175562
15,0.6168932434862565
16,0.6168932434862565
17,0.6326189965329609
18,0.6326189965329606
19,0.6113907357076743
20,0.6326189965329606
21,0.6099603798783643
22,0.6076343248654598
23,0.643837371981995
24,0.6068976050894062
25,0.606897605089406
26,0.62319366494031
27,0.62319366494031
28,0.5971569147635997
29,0.5566517255278476
30,0.5412716312823179
31,0.5444589658682965
32,0.5465489097938825
33,0.5514334063703289
34,0.5529817414010426
35,0.5437129888193569
36,0.5412716312823179
37,0.5190306795165738
38,0.5152045303194733
39,0.4999955262794136
40,0.5035738949194738
41,0.4800580535888987
42,0.4674664264486951
43,0.46708001956447376
44,0.4724271831731001
45,0.4631019979191087
46,0.4575248650693589
47,0.47299564009932665
48,0.45886969259141147
49,0.46194322893495193
50,0.4621608057061013
51,0.4690152227947359
52,0.4558589869581802
53,0.4600449001443698
54,0.45210545198088603
55,0.440952221830666
56,0.4444233946060334
57,0.4577870972736693
58,0.43523058692838895
59,0.4541213617401813
60,0.43564994196783946
61,0.44385927199604386
62,0.43523058692838895
63,0.4365115750216308
64,0.4301901559595452
65,0.4368624522278237
66,0.4289801394465301
67,0.43033951130448794
68,0.4496274349076928
69,0.40240325563530116
70,0.4087025790319047
71,0.40508615693338074
72,0.4035824274563773
73,0.4019528379267492
74,0.41179228526079914
75,0.40646574854184775
76,0.384751825064052
77,0.3810289920535304
78,0.3844585187352463
79,0.3831895102877499
80,0.38498464381349695
81,0.3823999740969782
82,0.372888381333256
83,0.37153353184944776
84,0.38191175133870287
85,0.37488705773659065
86,0.38601720587259924
87,0.3704814305616293
88,0.37073876577989023
89,0.37705114219268226
90,0.38780231443972096
91,0.37056159165282193
92,0.40433061491971617
93,0.36826907211799753
94,0.3690290471811977
95,0.37672883382017647
96,0.3661482767337734
97,0.3680069287887365
98,0.3711441134047626
99,0.35657441474702994
100,0.365142345300959
101,0.37045272091870735
102,0.3545840241080371
103,0.35478651997853294
104,0.3574536973456481
105,0.36173773945372917
106,0.3546402101702278
107,0.3550924374766824
108,0.3764236648276209
109,0.3552029612194619
110,0.35955325516986886
111,0.3558812272812468
112,0.3586594802907723
113,0.3486322442915423
114,0.38910134308700783
115,0.350554199730955
116,0.3599580860541945
117,0.3512601815385339
118,0.3406836193587923
119,0.37818854601961
120,0.3491477958941512
121,0.3358815327721329
122,0.3305256702634042
123,0.3567931387750572
124,0.3347601906799018
125,0.3419141344958419
126,0.336340546531751
127,0.3577624789543689
128,0.33611026568517555
129,0.3401355580423659
130,0.3297171758487638
131,0.3315787922192248
132,0.33605718976788657
133,0.3460405504454636
134,0.33290976845728815
135,0.3282242695440867
136,0.33497123815345703
137,0.33366724602400993
138,0.34839336083124167
139,0.3298013915843733
140,0.33531661743023333
141,0.3267533527115689
142,0.35353360200017797
143,0.3230595959562559
144,0.35391916893281644
145,0.31979796035944513
146,0.3226565553702039
147,0.32280962404159713
148,0.3406180683431567
149,0.3208697723792912
150,0.32083441602835944
151,0.3199241109009816
152,0.3337190889540644
153,0.3267570956708578
154,0.3295083941321895
